danger_level,elevation,temperature,wind_speed,humidity,avalanche_act,snow_depth
40.0,2520,11,29,61,0,2.446
60.0,2280,-25,33,56,0,12.56
60.0,2595,13,27,55,0,13.5
60.0,2830,-7,22,63,0,6.872
40.0,2180,11,29,61,1,14.84
60.0,2313,-27,38,63,1,12.43
40.0,2680,8,24,61,1,14.64
40.0,2680,15,19,63,0,13.33
40.0,2580,-20,11,61,0,4.645
40.0,2387,12,37,67,0,6.659
40.0,2565,11,29,59,0,12.02
40.0,2468,6,31,64,0,11.22
40.0,2420,2,37,52,0,4.574
60.0,2247,-24,10,57,0,7.129
40.0,2424,-31,31,67,0,15.99
40.0,2490,11,11,58,0,12.28
60.0,2254,-11,36,54,1,5.044
60.0,2420,-14,7,63,0,13.1
60.0,2200,-14,26,63,0,15.66
60.0,2305,-14,26,54,1,16.86
60.0,2505,-11,9,60,1,10.78
60.0,2650,-4,39,48,1,8.75
40.0,2300,-16,16,56,0,6.767
40.0,2460,-27,8,56,0,1.696
40.0,2465,13,35,65,0,4.574
40.0,2200,15,19,64,1,17.21
40.0,2520,-16,16,58,0,16.02
40.0,2425,2,37,57,1,17.08
40.0,2650,-23,35,58,1,14.58
40.0,2460,11,11,62,0,10.49
40.0,2469,11,29,57,1,3.932
40.0,2710,11,11,61,1,4.794
40.0,2770,13,35,65,0,15.44
40.0,2494,-7,34,58,0,16.63
40.0,2513,-16,16,61,1,11.69
40.0,2405,3,36,65,0,15.99
40.0,2540,13,35,58,0,12.69
60.0,2285,-7,22,63,0,12.66
40.0,2670,15,19,50,0,6.659
60.0,2290,-7,22,63,0,17.8
60.0,2270,-13,12,62,1,11.22
40.0,2478,-22,12,50,0,16.05
60.0,2220,-14,7,68,1,11.76
40.0,2540,-30,9,53,0,4.373
40.0,2480,-22,12,60,0,13.1
40.0,2447,6,31,59,0,15.99
60.0,2290,11,31,55,1,6.6
40.0,2469,-24,36,63,1,10.55
60.0,2350,-32,27,53,0,15.11
40.0,2630,-11,14,64,0,15.31
40.0,2644,-24,36,56,0,2.169
60.0,2370,-4,39,54,0,4.709
40.0,2568,4,10,57,0,12.09
40.0,2360,11,11,62,0,16.19
60.0,2815,-17,19,48,1,9.88
40.0,2520,13,35,61,0,3.836
40.0,2750,-7,40,59,0,12.26
60.0,2560,-14,7,54,0,12.9
40.0,2468,4,10,59,0,14.89
40.0,2570,-13,25,50,0,10.7
40.0,2390,-22,12,50,0,12.26
40.0,2300,15,19,57,0,12.96
40.0,2050,-7,24,57,0,10.84
60.0,2460,-18,13,59,0,6.659
40.0,2585,-4,35,53,0,10.84
40.0,2752,-11,14,61,0,5.701
60.0,2490,-28,14,54,0,10.34
60.0,2560,-32,27,54,0,7.934
40.0,2520,3,9,50,0,12.02
40.0,2465,13,35,59,0,6.659
60.0,2475,-21,10,60,1,14.54
40.0,2170,-30,9,63,0,3.319
40.0,2495,3,7,56,0,15.92
40.0,2440,11,29,60,0,6.069
60.0,2410,-24,10,54,0,3.433
40.0,2365,-13,25,60,0,6.767
40.0,2750,15,19,53,0,15.11
40.0,2194,-14,36,61,0,12.64
40.0,2460,-20,11,65,0,15.7
60.0,2505,-27,38,66,0,3.595
60.0,2140,-11,30,63,0,2.865
40.0,2568,13,35,53,0,4.579
40.0,2272,-16,16,62,0,15.92
60.0,2450,11,31,68,0,8.87
40.0,2338,-23,35,64,0,15.92
40.0,2440,-2,7,61,1,3.113
60.0,2450,-24,10,68,0,11.89
40.0,2965,-2,7,65,0,3.836
60.0,2516,-27,38,63,0,15.58
60.0,2475,-24,10,63,0,10.68
40.0,2770,1,20,62,0,6.767
40.0,2422,-7,40,50,0,10.7
40.0,2730,13,35,64,0,5.335
40.0,2560,-27,8,58,0,3.468
60.0,1970,15,15,53,0,10.78
60.0,2475,-34,13,56,0,13.5
60.0,2285,13,27,64,0,15.92
40.0,2385,-13,25,60,0,5.317
60.0,2525,-29,8,63,0,16.25
40.0,2570,-31,31,50,0,13.16
40.0,2570,-20,11,60,0,11.29
40.0,2140,-4,35,61,0,15.92
40.0,2410,11,29,61,1,14.84
40.0,2295,-22,12,61,0,8.68
40.0,2568,12,37,57,0,12.77
40.0,2478,-4,35,62,1,12.56
40.0,2730,-31,31,61,0,4.579
40.0,2375,0,23,60,0,3.908
40.0,2605,-7,16,67,0,16.39
40.0,2680,-2,7,50,1,7.129
40.0,2447,-7,40,53,0,14.54
60.0,2380,-10,34,53,1,3.602
40.0,2740,11,11,50,0,16.12
60.0,2400,-11,36,58,0,11.77
40.0,2365,-27,8,57,0,7.129
40.0,2330,-7,34,52,1,3.113
40.0,2180,0,23,59,1,12.09
40.0,2555,-20,11,61,0,12.63
60.0,2770,-32,27,54,1,3.505
40.0,2265,2,37,50,0,11.69
40.0,2350,11,11,63,0,9.88
40.0,2439,3,7,60,0,8.53
60.0,2190,-11,36,54,1,12.76
60.0,2285,-14,7,56,0,5.188
40.0,2450,2,37,58,1,12.23
40.0,2612,-30,9,61,0,14.04
60.0,2525,-32,27,65,0,13.44
40.0,2565,-27,6,50,0,12.12
40.0,2665,-13,25,62,0,5.929
40.0,2618,8,40,57,0,4.512
60.0,2020,-14,7,66,0,15.11
60.0,2480,-7,22,59,0,9.95
40.0,2140,13,35,57,0,13.03
60.0,2560,8,34,48,0,3.932
40.0,2438,-23,35,62,0,5.787
60.0,2350,-14,7,53,0,16.39
40.0,2500,2,37,62,0,10.62
40.0,2200,-27,6,57,1,5.929
40.0,2311,15,19,57,0,16.02
40.0,2230,12,16,50,0,5.866
40.0,2480,15,19,59,0,12.9
40.0,2360,-4,35,62,0,12.64
60.0,2470,-14,7,63,0,3.505
40.0,2670,11,11,50,0,12.53
40.0,2600,11,29,59,0,13.66
40.0,2447,-20,11,64,0,13.1
60.0,2450,-24,10,57,0,6.324
40.0,2370,-2,33,65,0,12.77
40.0,2570,13,35,57,0,15.92
60.0,2490,-25,36,63,0,6.868
60.0,2313,-25,33,53,1,13.77
40.0,2665,-20,11,61,0,6.34
40.0,2410,-22,12,61,1,3.702
40.0,2760,-14,36,61,1,6.659
40.0,2365,-22,12,59,0,15.38
60.0,2420,-34,13,63,0,9.95
60.0,2110,-23,33,55,0,10.56
40.0,2740,-27,8,57,0,5.313
40.0,2735,-13,25,58,0,13.6
40.0,2480,-4,35,58,0,10.7
40.0,2330,-16,16,54,0,5.188
60.0,2480,15,9,55,0,10.84
40.0,2700,13,35,59,0,5.59
40.0,2447,11,29,61,0,11.01
40.0,2294,-7,34,60,1,15.92
60.0,2450,-27,38,58,0,10.7
40.0,2570,-22,12,57,0,12.12
40.0,2904,15,19,56,0,12.31
40.0,2710,-7,40,50,0,10.62
40.0,2700,-22,12,67,0,2.169
60.0,2310,-28,14,60,0,13.5
40.0,2495,13,35,65,0,2.446
40.0,2400,-23,35,65,0,6.872
60.0,2472,-28,14,63,0,7.129
40.0,2140,3,9,53,0,13.66
60.0,2400,-14,7,54,0,13.37
40.0,2540,-13,25,56,0,15.44
40.0,2540,15,19,50,0,15.62
60.0,2500,-29,8,59,0,15.99
40.0,2586,-13,25,63,0,6.391
40.0,2480,2,37,59,0,14.84
40.0,2450,11,11,60,0,4.311
40.0,2520,-31,7,67,0,12.49
60.0,2780,-21,10,58,0,5.59
40.0,2230,13,35,60,0,16.12
40.0,2495,13,35,58,0,11.29
60.0,2500,-32,27,65,1,12.56
60.0,2520,-10,34,54,0,13.03
40.0,2760,-32,7,59,1,15.99
60.0,2195,-11,36,55,0,13.5
40.0,2585,-14,36,61,0,5.921
40.0,2880,-27,6,59,0,3.836
60.0,2370,10,31,48,0,12.09
60.0,1955,-14,7,68,0,7.002
40.0,2440,-11,14,56,0,12.64
40.0,2665,3,9,58,0,5.317
40.0,2635,-4,35,65,1,15.31
60.0,2508,-7,22,58,0,14.64
40.0,2475,2,37,62,0,10.84
40.0,2460,1,20,67,0,4.311
60.0,2520,0,36,55,1,12.49
40.0,2213,4,10,62,0,6.659
60.0,2560,-14,26,66,0,13.63
40.0,2600,11,11,57,1,3.836
40.0,2380,15,19,61,0,2.169
40.0,1800,-2,33,63,0,3.505
40.0,2556,2,37,61,1,9.74
40.0,2350,11,11,61,0,6.592
60.0,2410,0,36,63,0,4.311
40.0,2420,-22,12,64,0,1.696
40.0,2200,-27,6,61,0,16.19
40.0,2490,-27,6,50,0,11.09
40.0,2760,-23,35,50,1,12.49
60.0,2810,-4,39,55,0,9.0
60.0,2130,-25,36,68,0,17.9
60.0,1760,15,15,63,0,17.62
60.0,2815,-32,27,63,1,12.09
40.0,2450,6,31,50,1,12.53
40.0,2660,3,9,61,0,12.69
40.0,2555,-20,11,60,0,3.932
40.0,2460,15,19,56,0,3.932
40.0,2447,-24,36,58,0,11.22
40.0,2760,8,40,62,0,3.865
40.0,2520,8,24,50,0,9.88
60.0,2365,-32,27,55,0,3.319
40.0,2480,11,11,50,0,17.8
40.0,2294,-16,16,50,1,12.36
40.0,2591,3,36,59,0,3.908
40.0,2320,11,11,56,0,4.579
60.0,2280,15,36,54,1,15.92
40.0,2630,-4,35,50,0,13.19
40.0,2385,11,29,56,0,2.865
60.0,2233,-32,27,54,0,3.568
40.0,2580,-4,35,50,0,12.09
60.0,2480,-4,39,57,0,2.446
60.0,2200,-4,39,62,0,16.02
40.0,2365,-4,35,62,0,15.92
60.0,2410,-24,10,57,1,3.903
60.0,2650,-29,8,58,1,11.91
60.0,2450,-7,22,54,0,4.645
60.0,2840,-14,7,58,1,15.92
60.0,2585,14,35,48,0,6.767
40.0,2340,-27,6,61,0,5.051
60.0,2495,-7,22,62,0,11.89
40.0,2470,8,40,56,0,7.468
40.0,2470,8,40,60,1,16.63
40.0,2300,-23,35,61,0,15.78
60.0,2230,15,36,54,0,9.01
60.0,2400,-11,36,62,0,12.59
60.0,2560,-34,7,54,0,13.3
40.0,2091,-7,34,60,0,6.659
60.0,2160,-11,9,62,1,13.03
40.0,2640,-16,16,60,0,6.659
40.0,2480,4,10,58,0,6.659
60.0,2586,-34,13,60,0,12.39
40.0,2760,11,29,54,0,16.02
40.0,2630,-7,24,63,0,12.77
40.0,2580,-20,11,63,0,7.129
40.0,2447,-7,40,57,0,6.592
40.0,2375,13,35,65,0,15.18
40.0,2640,-27,6,61,0,3.702
40.0,2650,-7,40,61,1,15.92
40.0,2555,-11,14,61,0,12.9
40.0,2570,-20,11,50,0,2.613
40.0,2740,-7,40,59,0,13.1
60.0,2230,-14,7,48,0,12.02
60.0,2160,-8,13,60,1,5.188
60.0,2540,-11,30,64,0,10.7
40.0,2730,-23,35,50,0,4.155
40.0,2560,-4,35,58,0,6.34
40.0,2460,13,35,53,0,12.63
40.0,2520,-30,9,50,0,12.9
40.0,2555,15,19,61,0,13.13
40.0,2760,-22,12,62,1,17.8
40.0,2591,-7,24,67,0,12.9
60.0,2780,-11,30,55,0,15.48
40.0,2210,-27,6,54,0,6.118
60.0,2490,-34,13,63,0,13.35
40.0,2415,-7,34,59,1,13.33
60.0,2475,-25,33,48,0,11.63
40.0,2360,-22,12,56,0,7.468
40.0,2965,-27,6,53,0,11.89
60.0,2506,-24,10,54,0,6.659
40.0,2620,13,35,50,0,11.22
40.0,2630,13,35,53,0,13.44
60.0,2367,-29,8,59,1,12.26
40.0,2595,-7,34,65,1,12.69
40.0,2040,13,35,61,0,3.702
40.0,2670,8,40,61,0,3.286
40.0,2580,11,29,62,0,5.044
40.0,2688,11,11,58,0,10.68
60.0,2594,-4,39,60,0,5.701
60.0,2465,-26,27,63,0,12.12
60.0,2350,-34,13,53,0,14.84
40.0,2450,-22,12,63,0,15.91
40.0,2568,-20,11,62,0,6.391
40.0,2762,11,29,62,0,7.927
60.0,2594,-34,7,66,0,2.446
40.0,2430,12,37,59,0,5.188
40.0,2568,-20,11,67,0,10.55
40.0,2540,-13,25,59,0,5.317
40.0,2760,-7,24,60,0,15.18
40.0,2390,-11,23,52,0,8.87
40.0,2020,13,35,61,1,12.76
60.0,2670,-10,34,63,0,2.836
60.0,2520,-7,22,63,0,12.23
40.0,2320,2,37,53,0,12.56
40.0,2570,-13,25,63,0,2.169
40.0,2140,-4,35,54,0,10.62
40.0,2365,13,35,67,0,5.141
40.0,2311,15,19,56,0,8.47
40.0,2294,3,7,61,1,8.47
60.0,2482,10,31,55,0,12.69
40.0,2710,3,9,58,1,4.645
60.0,2350,0,36,59,0,10.68
60.0,2482,-26,27,57,0,13.5
40.0,2380,3,36,65,0,11.01
40.0,2465,3,36,62,0,14.54
40.0,2438,15,19,61,0,11.09
40.0,2540,15,19,56,0,13.44
60.0,2680,-14,7,60,0,6.069
60.0,2350,-21,10,48,0,15.51
60.0,2620,-14,26,54,1,4.713
40.0,2475,11,29,62,0,4.794
40.0,2442,4,10,54,0,3.836
40.0,2620,-20,11,67,0,10.62
40.0,2410,15,19,58,1,12.26
40.0,2430,-27,6,56,0,3.433
60.0,2115,-7,22,66,1,4.311
60.0,2580,-4,39,65,0,10.02
40.0,2365,-22,12,59,0,10.84
60.0,2465,-23,33,48,0,3.932
40.0,2640,-22,12,54,0,8.68
40.0,2430,2,37,50,0,16.12
60.0,2440,-23,33,56,1,2.836
40.0,2430,0,23,58,0,10.7
60.0,2610,-11,36,63,0,17.26
40.0,2403,4,10,50,1,5.313
60.0,2480,-17,19,55,0,10.68
40.0,2750,-4,35,60,0,12.12
40.0,2555,-31,31,50,0,13.03
60.0,2590,-4,39,58,1,12.43
40.0,2560,-13,25,57,0,11.96
40.0,2469,-11,14,57,0,2.451
40.0,2630,11,29,52,0,17.9
40.0,2465,8,24,61,0,6.118
40.0,2385,-7,16,53,0,15.7
60.0,2167,-24,10,60,0,12.09
40.0,2710,11,11,56,0,6.939
40.0,2660,-27,8,62,0,4.709
60.0,2340,15,15,68,1,8.87
60.0,2310,-14,7,54,0,12.31
40.0,2555,-22,12,50,0,12.59
60.0,2215,-32,27,54,1,3.836
40.0,2560,8,24,63,0,9.94
40.0,2450,-14,36,60,0,15.18
40.0,2600,11,29,64,0,4.373
40.0,2500,9,16,59,0,11.01
40.0,2375,11,29,62,0,15.66
40.0,2375,-20,11,58,0,5.866
40.0,2540,-30,9,52,0,5.335
40.0,2710,3,9,62,0,12.43
60.0,2380,-23,33,58,1,10.84
40.0,2605,-31,31,50,0,8.75
60.0,2290,-34,13,63,0,4.645
40.0,2514,8,40,50,0,13.77
40.0,2140,-23,35,50,0,12.77
40.0,2294,6,31,62,1,12.49
40.0,2405,11,29,59,0,11.69
60.0,2815,-4,39,60,1,10.56
60.0,2480,13,27,54,1,5.317
40.0,2410,-22,12,62,1,7.729
60.0,2470,13,27,63,0,12.9
60.0,2202,-10,34,48,1,10.62
60.0,2510,-4,39,63,0,6.063
60.0,2115,-11,36,59,0,10.84
60.0,2225,14,35,64,0,6.34
60.0,2280,-21,10,56,0,12.9
60.0,2573,15,36,63,0,3.836
60.0,2460,-21,10,62,0,9.95
40.0,2586,-27,6,50,0,10.49
40.0,2290,8,40,64,0,7.595
60.0,2500,15,36,66,0,2.613
40.0,2450,11,11,62,0,10.02
40.0,2460,-4,35,53,0,5.701
40.0,2750,3,9,62,0,15.92
40.0,2140,-7,34,58,0,14.89
40.0,2740,-13,25,54,0,15.48
60.0,2475,-29,8,65,0,15.92
40.0,2700,-31,31,58,1,15.7
40.0,2160,-7,34,57,0,3.433
40.0,2295,-7,24,65,0,8.47
60.0,2595,15,9,62,0,12.64
60.0,2495,-32,27,48,0,15.45
60.0,2475,-28,14,63,0,12.66
60.0,2110,-23,33,68,0,16.19
40.0,2640,-20,11,54,0,11.63
40.0,2139,-20,11,60,0,5.929
60.0,2020,-29,8,56,0,16.86
40.0,2370,4,10,50,0,12.09
40.0,2780,8,24,59,0,3.252
60.0,2400,-24,10,55,0,11.42
60.0,2495,-17,19,48,0,5.921
60.0,2415,-29,8,56,0,2.169
40.0,2478,-7,40,54,1,12.23
40.0,2139,11,11,61,0,16.86
40.0,2365,11,11,56,0,6.118
40.0,2670,-27,8,62,0,3.903
60.0,2350,-23,33,55,0,8.47
60.0,2230,-27,38,54,0,3.568
40.0,2380,8,40,63,0,7.468
40.0,2640,-22,12,60,0,3.468
40.0,2440,-13,25,62,1,15.92
40.0,2680,13,35,65,0,3.602
60.0,2130,-29,8,59,0,12.43
40.0,2450,-13,25,63,0,8.53
40.0,2520,-16,16,56,0,6.872
60.0,2115,14,35,64,1,16.86
60.0,2280,-11,9,53,0,15.99
40.0,2447,-22,12,59,0,17.62
40.0,2410,3,9,57,1,17.8
40.0,2425,11,29,50,1,8.53
60.0,2560,-23,33,55,0,6.118
40.0,2556,12,37,61,1,15.51
40.0,2500,-31,31,60,0,15.44
40.0,2365,-2,7,50,0,4.794
40.0,2580,-16,16,65,0,14.04
40.0,2735,-7,16,65,0,15.58
60.0,2220,-4,39,55,0,3.602
60.0,2815,-26,27,53,1,5.051
60.0,2230,-34,13,54,0,12.9
40.0,2525,-2,33,57,0,12.56
60.0,2115,-18,13,55,0,15.92
40.0,2660,-7,40,52,0,5.051
40.0,2605,11,29,59,0,12.56
60.0,1980,-32,27,65,1,3.602
60.0,2110,13,27,54,0,9.21
60.0,2420,-14,26,64,1,2.446
40.0,2570,1,20,64,0,15.92
40.0,2015,-27,6,61,0,3.595
60.0,2310,-27,38,57,0,6.118
60.0,2730,-29,8,56,0,3.252
60.0,2130,-32,27,63,0,15.04
40.0,2410,3,9,60,1,10.68
60.0,2220,-11,9,65,1,11.77
40.0,2468,-32,7,64,0,13.33
60.0,2495,-27,38,63,0,15.58
40.0,2470,3,7,56,0,1.696
40.0,2700,-27,6,52,1,15.11
40.0,2410,3,9,58,1,2.865
40.0,2087,-4,35,54,0,13.1
60.0,2300,-24,10,58,1,3.113
40.0,2450,-22,12,65,0,3.286
40.0,2618,11,11,60,0,11.01
40.0,2710,9,16,63,0,4.311
40.0,2740,-22,12,50,0,15.38
40.0,2665,-20,11,63,0,2.446
60.0,2320,-32,27,59,0,12.63
40.0,2375,-2,33,65,0,4.373
40.0,2440,2,37,65,0,13.14
40.0,2591,-4,35,54,0,11.01
40.0,2470,-13,25,56,0,12.22
40.0,2600,-22,12,61,0,10.68
40.0,2272,-4,35,50,0,12.9
40.0,2595,2,37,59,1,12.31
40.0,2630,-7,24,54,0,14.58
40.0,2470,-2,33,58,1,6.659
60.0,1760,-7,22,66,0,13.14
60.0,2160,-25,33,62,1,15.58
60.0,2400,-23,33,60,1,14.54
60.0,2310,-4,39,57,1,15.92
40.0,2465,-7,24,52,0,5.929
60.0,2400,-23,33,63,0,13.37
60.0,2420,-7,22,55,1,5.241
40.0,2311,6,31,53,0,12.9
40.0,2447,-13,25,56,0,3.505
40.0,2030,-13,25,60,0,11.22
40.0,2630,4,10,53,0,13.3
40.0,2520,3,9,50,0,13.66
40.0,2680,13,35,62,1,16.19
60.0,2350,-8,13,54,0,16.19
40.0,2340,11,11,59,0,10.7
60.0,2090,-11,36,68,0,10.62
40.0,2462,8,24,56,0,5.921
40.0,2410,-7,24,58,1,7.002
40.0,2740,11,11,58,0,3.433
60.0,2285,-4,39,54,0,11.69
40.0,2600,-7,34,57,0,17.26
60.0,2435,-21,10,60,0,15.45
40.0,2680,-20,11,62,0,2.613
40.0,2430,-20,11,57,0,3.505
60.0,1970,-7,22,54,0,12.64
60.0,2355,-8,12,53,0,11.77
40.0,2460,-7,24,62,0,13.03
60.0,1970,-13,12,55,0,5.317
40.0,2560,-27,6,61,0,15.92
40.0,2490,-11,23,53,0,13.13
40.0,2140,3,9,62,0,14.51
40.0,2311,11,29,67,0,13.19
40.0,2568,-20,11,57,0,6.34
40.0,2770,9,16,57,0,11.77
40.0,2560,11,11,62,1,15.25
40.0,2375,-16,16,60,0,14.84
40.0,2475,-16,16,58,0,7.468
40.0,2577,-16,16,50,0,15.99
60.0,2585,-14,7,66,0,8.75
40.0,2448,-20,11,53,0,13.1
60.0,2417,-24,10,56,0,12.9
40.0,2140,-31,31,61,0,5.921
40.0,2514,-4,35,60,0,12.23
60.0,2800,-32,27,64,0,15.92
40.0,2540,11,29,65,0,3.602
40.0,2480,-2,33,56,0,6.659
40.0,2540,-27,6,65,0,13.1
60.0,2435,-13,12,62,0,6.34
40.0,2490,-16,16,62,0,12.79
40.0,2424,-13,25,57,0,17.26
40.0,2440,9,16,59,0,12.9
40.0,2710,-13,25,58,0,12.76
40.0,2630,11,29,56,0,12.64
60.0,2300,15,36,66,1,5.241
40.0,2904,-22,12,58,0,16.12
60.0,2620,-10,34,66,0,2.836
60.0,2605,-24,10,57,0,4.507
40.0,2350,3,9,59,0,7.934
40.0,2450,-22,12,61,0,16.12
40.0,2762,15,19,50,0,15.25
40.0,2460,-16,16,50,0,12.49
40.0,2700,-13,25,50,0,6.592
40.0,2618,-7,24,50,0,7.934
60.0,2510,-34,13,68,1,15.38
40.0,1945,-7,24,60,0,2.865
40.0,2520,2,37,65,0,15.7
40.0,2460,9,16,65,0,16.12
40.0,2420,11,29,53,0,6.324
40.0,2447,11,29,61,0,11.46
40.0,2338,-32,7,60,0,13.7
40.0,2555,-13,25,50,0,11.29
40.0,2600,-4,35,61,0,7.934
60.0,2560,-13,12,59,0,15.25
40.0,2685,-11,14,60,0,12.12
60.0,2580,-21,10,53,1,13.14
40.0,2422,11,29,62,0,17.26
40.0,2570,-14,36,57,0,11.22
60.0,2410,-11,30,64,0,12.56
60.0,2221,-14,7,54,1,8.14
40.0,2529,-7,16,64,0,16.12
60.0,2065,-4,39,55,1,15.11
40.0,2520,3,36,57,0,5.317
40.0,2465,-32,7,52,0,15.99
60.0,2460,-4,39,57,0,5.188
60.0,1966,-29,8,57,0,9.74
40.0,2460,4,10,59,0,13.7
40.0,2422,-16,16,67,0,15.92
60.0,2480,-11,36,53,1,11.76
60.0,1966,-14,26,60,0,2.169
60.0,2482,-28,14,63,0,11.09
40.0,2555,-13,25,53,0,4.373
60.0,2610,-29,8,62,0,12.53
40.0,2500,-20,11,62,0,4.311
60.0,2215,-13,12,58,1,13.3
40.0,2355,6,31,60,1,9.95
40.0,2210,-22,12,60,0,3.702
40.0,2450,12,16,61,0,14.84
60.0,2415,-24,10,48,0,7.595
60.0,2499,-32,27,58,0,9.17
40.0,2595,-31,31,56,0,16.12
40.0,2290,13,35,50,0,8.76
60.0,2505,-17,19,66,1,5.044
40.0,2715,-23,35,62,0,1.696
40.0,2630,-7,40,56,0,3.903
60.0,2365,-24,10,63,0,5.241
60.0,2110,-11,36,57,0,15.78
40.0,2320,-32,7,59,0,10.68
40.0,2640,13,35,62,1,13.1
60.0,2090,-10,34,55,0,15.11
40.0,2490,15,19,53,0,3.702
40.0,2415,-7,40,65,1,17.62
40.0,2635,-22,12,50,0,13.37
40.0,2760,-20,11,61,1,5.313
60.0,2280,-14,7,54,0,17.26
60.0,2475,-8,12,66,1,3.286
60.0,2506,11,31,68,1,12.69
40.0,2780,-31,7,61,0,14.51
60.0,2190,-28,14,58,1,12.49
40.0,2618,4,10,61,0,12.5
60.0,2490,-26,27,58,0,12.9
60.0,2290,15,9,60,0,10.05
60.0,2460,-4,39,54,0,3.505
40.0,2180,-7,40,57,1,15.92
40.0,2478,11,11,60,0,15.25
40.0,2904,-13,25,50,0,3.932
40.0,2580,2,37,56,0,10.55
60.0,2060,13,27,48,1,7.927
40.0,2350,11,29,57,0,13.5
40.0,2760,-4,35,67,1,7.002
60.0,2508,-24,10,66,0,3.433
40.0,2520,-31,7,52,0,11.63
60.0,2020,-7,22,53,0,15.58
60.0,2379,14,35,53,1,4.507
40.0,2565,-31,31,61,0,12.66
40.0,2270,11,11,52,0,12.56
40.0,2295,-30,9,61,0,12.49
40.0,2560,9,16,56,0,12.79
40.0,2350,13,35,57,0,14.84
40.0,2460,3,9,65,0,5.313
40.0,2460,-11,10,65,0,4.507
60.0,2586,-27,38,55,0,15.44
40.0,2515,-4,35,67,0,17.62
40.0,2412,-22,12,57,0,13.24
40.0,2050,-27,6,65,0,11.09
40.0,2490,2,37,61,0,15.45
60.0,2450,-21,10,59,0,12.69
40.0,2520,-31,31,56,0,15.11
60.0,2233,-34,13,56,0,11.29
60.0,2285,-32,27,48,1,6.118
40.0,2586,11,11,67,0,12.23
40.0,2140,-27,8,65,0,13.19
40.0,2644,8,40,61,0,11.49
40.0,2320,-7,24,65,0,4.535
40.0,2415,-27,8,58,0,15.31
40.0,2480,-13,25,56,0,16.63
40.0,2480,-27,6,61,0,13.33
40.0,2513,-4,35,52,1,11.76
40.0,2490,-20,11,63,0,12.9
60.0,1760,-34,13,63,0,10.49
60.0,2490,-21,10,59,1,17.39
60.0,2499,-23,33,65,0,15.31
40.0,2447,15,19,65,0,4.535
60.0,2490,-32,27,54,0,6.324
60.0,2379,-25,36,64,1,2.451
40.0,2350,2,37,50,0,15.85
40.0,2520,-7,40,59,0,3.433
60.0,2525,-4,39,66,0,13.66
40.0,2752,-24,36,65,0,5.921
40.0,2470,-16,16,61,0,15.25
60.0,2110,-8,12,55,0,15.92
40.0,2270,-22,12,54,0,3.836
60.0,2420,-11,30,63,1,13.1
40.0,2500,-27,8,61,0,13.7
60.0,2590,-7,22,48,1,12.69
40.0,2760,-27,6,54,0,6.659
60.0,2710,-7,22,63,0,15.99
40.0,2210,8,24,56,0,15.58
40.0,2520,-20,11,62,0,5.141
60.0,2500,-14,7,63,0,15.99
60.0,2580,-24,10,48,1,15.99
40.0,2311,-7,40,57,0,16.39
40.0,2670,-27,6,54,0,11.22
40.0,2387,11,29,60,0,13.13
60.0,2270,-23,33,54,0,13.5
60.0,2610,-25,33,48,1,10.02
40.0,2360,-20,11,56,0,17.21
40.0,2100,11,11,52,0,13.66
60.0,2670,-17,19,60,0,17.53
40.0,2670,12,16,64,0,2.836
40.0,2520,0,23,57,0,11.96
40.0,2565,15,19,57,0,12.09
40.0,2460,-22,12,64,0,6.391
40.0,2487,8,40,67,0,13.77
40.0,2520,11,29,63,0,11.76
60.0,2335,10,31,63,1,13.3
40.0,2460,8,24,52,0,14.24
40.0,2460,2,37,52,0,12.96
60.0,2560,-29,8,48,1,12.09
60.0,2560,15,15,68,1,14.24
40.0,2430,-30,9,57,0,3.836
60.0,2420,13,27,54,0,11.42
60.0,2295,-27,38,68,1,15.99
40.0,2370,11,29,64,1,12.77
40.0,2492,12,37,65,0,13.16
60.0,2650,14,35,63,1,12.53
40.0,2387,-7,16,62,0,9.94
40.0,2415,-22,12,50,1,11.96
40.0,2470,-2,33,60,1,12.37
60.0,2400,-21,10,60,0,3.286
40.0,2635,1,20,52,1,7.927
60.0,2340,8,34,55,1,13.24
40.0,2450,-16,16,61,1,6.063
60.0,2830,-7,22,65,0,3.286
40.0,2760,-7,40,54,1,12.63
60.0,2310,-23,33,58,1,6.069
40.0,2580,-7,24,50,0,6.734
40.0,2762,11,29,50,0,14.84
40.0,2390,4,10,50,0,9.94
60.0,2610,-4,39,65,0,16.86
60.0,2780,15,15,48,0,3.865
40.0,2585,-27,6,62,0,3.702
60.0,2600,-24,10,54,0,3.903
60.0,2610,-10,34,63,0,13.1
40.0,2470,-13,25,58,0,3.903
60.0,2410,-17,19,53,0,13.03
40.0,2370,13,35,61,0,15.04
60.0,2040,-11,9,48,0,12.69
40.0,2439,-13,25,50,0,12.39
40.0,2360,-22,12,59,1,6.872
60.0,2420,-18,13,56,0,4.645
60.0,2261,8,34,63,1,12.12
60.0,2367,-29,8,68,1,15.99
40.0,2395,-16,16,60,1,12.37
60.0,2100,-17,19,66,0,4.574
40.0,2050,-7,40,65,0,12.39
60.0,2475,-14,7,63,0,13.5
40.0,2635,8,24,57,0,10.62
40.0,2670,-16,16,54,0,11.22
60.0,2505,10,31,53,0,13.3
40.0,2475,-16,16,59,0,12.31
40.0,2514,4,10,50,0,12.09
40.0,2510,12,16,59,0,3.702
60.0,2400,10,31,59,1,6.659
